image 1/448 E:\University\PythonProject\UltralyticsPotholes\potholes\part1\00c9sdfq.jpg: 640x480 1 potholes, 88.8ms
image 112/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\njrvcpje.jpg: 448x640 2 potholess, 20.9ms
image 113/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\njs2byoi.jpg: 480x640 1 potholes, 20.9ms
image 114/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nk33nr3s.jpg: 640x640 1 potholes, 23.9ms
image 115/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nk3tb4xr.jpg: 640x640 1 potholes, 22.9ms
image 116/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nkffjur5.jpg: 640x480 (no detections), 19.9ms
image 117/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nkft1paa.jpg: 640x640 4 potholess, 23.9ms
image 118/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nl5q6hxl.jpg: 640x480 1 potholes, 20.9ms
image 119/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nl7rs6wb.jpg: 640x640 1 potholes, 24.9ms
image 120/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nlmvlm4u.jpg: 416x640 1 potholes, 21.9ms
image 121/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nls94h7s.jpg: 384x640 1 potholes, 17.0ms
image 122/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nlvo67u8.jpg: 640x480 1 potholes, 18.9ms
image 123/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nm8588vt.jpg: 448x640 1 potholes, 21.9ms
image 124/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nma0gvw6.jpg: 480x640 1 potholes, 20.9ms
image 125/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nmfdjo87.jpg: 448x640 2 potholess, 21.9ms
image 126/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nn3jrfnd.jpg: 448x640 4 potholess, 20.9ms
image 127/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nnjn28xt.jpg: 448x640 1 potholes, 18.9ms
image 128/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\no0oge1z.jpg: 256x640 11 potholess, 77.8ms
image 129/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\no4b9957.jpg: 448x640 2 potholess, 18.9ms
image 130/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\no5npo09.jpg: 640x544 (no detections), 19.9ms
image 131/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\no6pc45v.jpg: 256x640 3 potholess, 13.0ms
image 132/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nogexc19.jpg: 448x640 4 potholess, 20.9ms
image 133/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nohaev5s.jpg: 640x480 5 potholess, 19.9ms
image 134/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\np66k3ui.jpg: 640x480 2 potholess, 18.0ms
image 135/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\npeq7ijo.jpg: 448x640 6 potholess, 20.9ms
image 136/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nppn2bam.jpg: 416x640 (no detections), 21.9ms
image 137/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nq10hpzu.jpg: 640x640 1 potholes, 24.9ms
image 138/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nq4fwba4.jpg: 480x640 (no detections), 21.9ms
image 139/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nq9vyhmg.jpg: 384x640 1 potholes, 17.0ms
image 140/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nqgszfl6.jpg: 448x640 2 potholess, 21.9ms
image 141/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nqkjhr3j.jpg: 480x640 (no detections), 19.9ms
image 142/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nqooydcy.jpg: 320x640 9 potholess, 15.0ms
image 143/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nqq38kd2.jpg: 448x640 1 potholes, 20.9ms
image 144/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nr6x17gv.jpg: 448x640 6 potholess, 19.9ms
image 145/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nrg35f4q.jpg: 448x640 19 potholess, 19.9ms
image 146/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nrjkhwc3.jpg: 384x640 3 potholess, 16.0ms
image 147/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nrpggi6q.jpg: 448x640 2 potholess, 21.9ms
image 148/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\ns0q68kt.jpg: 480x640 4 potholess, 20.9ms
image 149/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nsmynxdi.jpg: 384x640 3 potholess, 17.0ms
image 150/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nsqow5jj.jpg: 384x640 3 potholess, 16.0ms
image 151/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\ntc1lu8f.jpg: 448x640 (no detections), 21.9ms
image 152/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nunf6eid.jpg: 480x640 4 potholess, 21.9ms
image 153/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nveg7klg.jpg: 448x640 1 potholes, 20.9ms
image 154/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nvgy45mq.jpg: 640x640 2 potholess, 23.9ms
image 155/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nvgzb2gp.jpg: 448x640 5 potholess, 20.9ms
image 156/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nvswuvw3.jpg: 352x640 1 potholes, 16.0ms
image 157/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nw8h396m.jpg: 448x640 1 potholes, 20.9ms
image 158/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nwc9rx97.jpg: 640x640 (no detections), 23.9ms
image 159/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nwle4snl.jpg: 480x640 2 potholess, 21.9ms
image 160/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nx1upda8.jpg: 640x640 3 potholess, 22.9ms
image 161/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nx4r7kg5.jpg: 544x640 5 potholess, 68.8ms
image 162/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nx7o7rai.jpg: 416x640 1 potholes, 19.9ms
image 163/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nx9sgo6b.jpg: 640x480 (no detections), 19.9ms
image 164/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nyf0qfue.jpg: 352x640 3 potholess, 15.0ms
image 165/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nykci87t.jpg: 384x640 1 potholes, 16.0ms
image 166/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nyof0baw.jpg: 448x640 (no detections), 21.9ms
image 167/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\nzij0tbb.jpg: 384x640 4 potholess, 17.0ms
image 168/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\o05sh3mr.jpg: 320x640 3 potholess, 16.0ms
image 169/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\o0hq9n5s.jpg: 480x640 1 potholes, 21.9ms
image 170/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\o1kkydt5.jpg: 448x640 4 potholess, 20.9ms
image 171/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\o1q2mt38.jpg: 448x640 1 potholes, 19.9ms
image 172/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\o1veiqbq.jpg: 384x640 (no detections), 16.0ms
image 173/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\o241otwu.jpg: 352x640 1 potholes, 16.9ms
image 174/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\o3doiyeu.jpg: 448x640 4 potholess, 20.9ms
image 175/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\o3frxtwf.jpg: 480x640 1 potholes, 22.9ms
image 176/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\o4erexbv.jpg: 640x480 1 potholes, 19.9ms
image 177/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\o5nmijpq.jpg: 384x640 2 potholess, 17.0ms
image 178/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\o5vejhzc.jpg: 384x640 2 potholess, 16.0ms
image 179/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\o67e69gd.jpg: 384x640 3 potholess, 17.0ms
image 180/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\o6dkys43.jpg: 448x640 2 potholess, 19.9ms
image 181/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\o8jf6iuq.jpg: 384x640 1 potholes, 16.0ms
image 182/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\o8ln3equ.jpg: 384x640 (no detections), 16.0ms
image 183/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\o8wo92ss.jpg: 480x640 3 potholess, 22.9ms
image 184/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\o922sjdo.jpg: 640x448 1 potholes, 81.8ms
image 185/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\oa9asnbj.jpg: 384x640 3 potholess, 17.0ms
image 186/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\oasfdiam.jpg: 416x640 1 potholes, 20.9ms
image 187/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\obd2s9o8.jpg: 512x640 (no detections), 20.9ms
image 188/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\objbbm7v.jpg: 448x640 (no detections), 19.9ms
image 189/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\ocbhu5ak.jpg: 384x640 10 potholess, 16.0ms
image 190/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\ocli2m41.jpg: 448x640 (no detections), 21.9ms
image 191/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\ocq54qq6.jpg: 480x640 1 potholes, 21.9ms
image 192/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\ocu3onk7.jpg: 448x640 (no detections), 21.9ms
image 193/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\ocxd6up4.jpg: 448x640 1 potholes, 21.9ms
image 194/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\od0hd4s9.jpg: 640x640 1 potholes, 23.9ms
image 195/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\odetgi49.jpg: 480x640 3 potholess, 20.9ms
image 196/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\odh2wqz8.jpg: 256x640 11 potholess, 13.0ms
image 197/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\odjnid1p.jpg: 512x640 1 potholes, 20.9ms
image 198/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\odq5n2my.jpg: 352x640 3 potholess, 17.0ms
image 199/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\odq93ehg.jpg: 448x640 3 potholess, 19.9ms
image 200/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\oe14zud1.jpg: 352x640 2 potholess, 17.0ms
image 201/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\oe4oue0k.jpg: 448x640 6 potholess, 21.9ms
image 202/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\oemslx2k.jpg: 384x640 (no detections), 17.0ms
image 203/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\oesxclc2.jpg: 448x640 (no detections), 20.9ms
image 204/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\of3sy75c.jpg: 480x640 7 potholess, 22.9ms
image 205/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\of8zc3cs.jpg: 352x640 3 potholess, 86.8ms
image 206/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\ofkqcv13.jpg: 640x480 2 potholess, 19.9ms
image 207/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\ofo1hbhc.jpg: 480x640 (no detections), 21.9ms
image 208/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\ofqchisn.jpg: 480x640 2 potholess, 20.9ms
image 209/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\og7axqi8.jpg: 448x640 1 potholes, 21.9ms
image 210/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\ogfccqrz.jpg: 640x640 (no detections), 23.9ms
image 211/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\ogowc2fc.jpg: 384x640 (no detections), 17.0ms
image 212/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\ogr2rlqu.jpg: 640x480 7 potholess, 19.9ms
image 213/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\ogsmumc3.jpg: 384x640 1 potholes, 16.0ms
image 214/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\ogwgioyt.jpg: 480x640 7 potholess, 21.9ms
image 215/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\ohbe5z93.jpg: 480x640 1 potholes, 21.9ms
image 216/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\ohjo1vld.jpg: 384x640 11 potholess, 16.0ms
image 217/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\ohy5y707.jpg: 640x480 1 potholes, 19.9ms
image 218/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\ohyyhrqd.jpg: 480x640 5 potholess, 20.9ms
image 219/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\oi3iwevb.jpg: 384x640 1 potholes, 16.0ms
image 220/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\oi4lw0pu.jpg: 640x480 (no detections), 19.9ms
image 221/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\oj0eiw8e.jpg: 480x640 1 potholes, 23.9ms
image 222/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\ojb19oce.jpg: 448x640 3 potholess, 21.9ms
image 223/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\ojeo9962.jpg: 384x640 2 potholess, 17.0ms
image 224/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\ojfw06uc.jpg: 384x640 (no detections), 16.0ms
image 225/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\ok1d4zge.jpg: 352x640 2 potholess, 17.0ms
image 226/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\ok7y41sj.jpg: 384x640 2 potholess, 16.0ms
image 227/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\oku1e9f5.jpg: 448x640 1 potholes, 19.9ms
image 228/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\okx63vkj.jpg: 640x640 (no detections), 24.9ms
image 229/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\okze17qd.jpg: 640x384 (no detections), 75.8ms
image 230/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\okzjhxl2.jpg: 384x640 1 potholes, 16.0ms
image 231/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\ol5asdgv.jpg: 640x640 1 potholes, 23.9ms
image 232/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\olgkxw8d.jpg: 416x640 (no detections), 21.9ms
image 233/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\om0b1721.jpg: 480x640 1 potholes, 22.9ms
image 234/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\om7my744.jpg: 448x640 2 potholess, 21.9ms
image 235/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\om8l2k2s.jpg: 640x576 (no detections), 71.8ms
image 236/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\omlviibe.jpg: 320x640 8 potholess, 14.0ms
image 237/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\on4bvwb0.jpg: 640x480 3 potholess, 19.9ms
image 238/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\onc7stsr.jpg: 640x640 1 potholes, 23.9ms
image 239/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\onnsggo8.jpg: 448x640 5 potholess, 20.9ms
image 240/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\onxb0e8i.jpg: 352x640 4 potholess, 17.0ms
image 241/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\ony405na.jpg: 384x640 1 potholes, 17.0ms
image 242/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\oo0e4a88.jpg: 480x640 1 potholes, 20.9ms
image 243/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\ooobrtyu.jpg: 384x640 1 potholes, 15.0ms
image 244/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\ooou315z.jpg: 384x640 (no detections), 16.0ms
image 245/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\oor2n4h9.jpg: 384x640 (no detections), 15.0ms
image 246/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\oor9edde.jpg: 448x640 1 potholes, 20.9ms
image 247/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\op29otyq.jpg: 448x640 3 potholess, 19.9ms
image 248/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\opjh6j0s.jpg: 480x640 3 potholess, 21.9ms
image 249/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\opn0dho5.jpg: 640x480 (no detections), 18.9ms
image 250/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\opqzqv38.jpg: 384x640 3 potholess, 17.0ms
image 251/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\oqbi3lgd.jpg: 640x640 1 potholes, 24.9ms
image 252/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\oqh5qe99.jpg: 640x480 1 potholes, 18.9ms
image 253/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\oqvu6hc9.jpg: 480x640 3 potholess, 21.9ms
image 254/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\or94msre.jpg: 448x640 5 potholess, 20.9ms
image 255/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\ore1fke4.jpg: 448x640 1 potholes, 20.9ms
image 256/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\orj0h3dt.jpg: 480x640 1 potholes, 21.9ms
image 257/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\orqps8o4.jpg: 640x640 2 potholess, 23.9ms
image 258/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\ors2bty5.jpg: 448x640 1 potholes, 19.9ms
image 259/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\orsztmtq.jpg: 480x640 2 potholess, 22.9ms
image 260/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\osecdvjk.jpg: 416x640 1 potholes, 21.9ms
image 261/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\osw4wh11.jpg: 448x640 3 potholess, 21.9ms
image 262/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\oszfjvg6.jpg: 640x640 1 potholes, 23.9ms
image 263/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\ot5fivkg.jpg: 480x640 (no detections), 21.9ms
image 264/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\ot6tsvc9.jpg: 384x640 1 potholes, 17.0ms
image 265/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\ot872fb5.jpg: 480x640 (no detections), 20.9ms
image 266/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\ot8t8sak.jpg: 352x640 (no detections), 16.0ms
image 267/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\otbtkk4w.jpg: 352x640 19 potholess, 16.0ms
image 268/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\otkm34v4.jpg: 448x640 (no detections), 21.9ms
image 269/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\otm6vzgq.jpg: 384x640 1 potholes, 16.0ms
image 270/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\ou1gdmze.jpg: 448x640 3 potholess, 19.9ms
image 271/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\ou8epq0y.jpg: 480x640 3 potholess, 20.9ms
image 272/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\oubhb4fp.jpg: 384x640 (no detections), 18.0ms
image 273/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\oudzoda6.jpg: 384x640 11 potholess, 16.0ms
image 274/504 E:\University\PythonProject\UltralyticsPotholes\potholes\part6\ouexjxjw.jpg: 480x640 1 potholes, 21.9ms
